,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool,day_part,season,diff_usd,diff_starrating,prop_starrating|srch_id_standardized,prop_review_score|srch_id_standardized,prop_location_score1|srch_id_standardized,prop_location_score2|srch_id_standardized,price_usd|srch_id_standardized,orig_destination_distance|srch_id_standardized
17,1,2013-04-04 08:32:15,12,187,,,219,88127,3,3.0,1,1.39,0.0038,4.8,36,138.4,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,2,2,,,-0.09320546490018025,-0.4345303470868597,-1.7535821919515906,-0.9571205263948789,-0.26276645172281715,
18,1,2013-04-04 08:32:15,12,187,,,219,88218,4,3.5,1,2.77,0.1266,4.98,8,115.12,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,-1.0,,,,,,,,0.0,0.0,,0,,0,2,2,,,1.2116710437023397,0.016093716558772522,0.9067403795839203,1.6436406792847542,-0.504372370348071,
19,1,2013-04-04 08:32:15,12,187,,,219,89073,4,4.0,1,2.08,0.015,5.28,6,191.44,0,23246,1,0,4,0,1,1,,,1,,,,,,,0.0,0.0,5.0,,,,0.0,0.0,,,,,,,,0.0,0.0,5.0,0,,0,2,2,,,1.2116710437023397,0.46671778020440474,-0.42342090618383493,-0.7199175499811012,0.28769651751616326,
20,1,2013-04-04 08:32:15,12,187,,,219,95166,3,4.0,1,2.71,0.0359,4.71,28,122.88,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,12.0,0.0,0.0,6.0,,,,,,,,,,,,,0.0,0.0,,0,,0,2,2,,,-0.09320546490018025,0.46671778020440474,0.7910741808215067,-0.27727985292324836,-0.42383706413965316,
21,1,2013-04-04 08:32:15,12,187,,,219,95307,4,3.5,1,2.4,0.1149,4.93,1,139.7,0,23246,1,0,4,0,1,1,,,1,,,,,,,0.0,0.0,29.0,,,,,1.0,,,,,,,,-1.0,0.0,27.0,0,,0,2,2,,,1.2116710437023397,0.016093716558772522,0.19346548721570345,1.395848284281076,-0.24927471228068546,
22,1,2013-04-04 08:32:15,12,187,,,219,97247,2,3.5,1,2.83,0.0145,4.68,32,115.12,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,5.0,,,,1.0,1.0,9.0,,,,,,,-1.0,0.0,5.0,0,,0,2,2,,,-1.3980819735027004,0.016093716558772522,1.0224065783463339,-0.7305069685710021,-0.504372370348071,
23,1,2013-04-04 08:32:15,12,187,,,219,107872,2,3.5,1,2.71,0.0465,4.44,12,128.06,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,23.0,0.0,0.0,10.0,,,,1.0,-1.0,3.0,,,,,,,0.0,0.0,14.0,0,,0,2,2,,,-1.3980819735027004,0.016093716558772522,0.7910741808215067,-0.0527841788173517,-0.37007767159331223,
24,1,2013-04-04 08:32:15,12,187,,,219,111000,3,4.5,1,2.2,0.0164,5.02,24,181.09,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,2,,,-0.09320546490018025,0.917341843850037,-0.19208850865900773,-0.6902671779293791,0.1802815150345749,
25,1,2013-04-04 08:32:15,12,187,,,219,111106,3,2.5,1,0.69,0.0071,4.67,37,120.29,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,2,2,,,-0.09320546490018025,-0.885154410732492,-3.103021177513081,-0.8872303637015336,-0.4507167604128235,
26,1,2013-04-04 08:32:15,12,187,,,219,114766,2,3.5,1,1.61,0.0052,4.67,33,104.77,0,23246,1,0,4,0,1,1,,,1,,,,,,,,,,,,,,-1.0,,,,,,,,,,,0,,0,2,2,,,-1.3980819735027004,0.016093716558772522,-1.3294727964894073,-0.9274701543431567,-0.6117873728296596,
27,1,2013-04-04 08:32:15,12,187,,,219,122844,3,4.5,1,2.3,0.0032,5.46,29,190.14,0,23246,1,0,4,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,2,,,-0.09320546490018025,0.917341843850037,0.0006884892783474402,-0.9698278287027597,0.27420477807403126,
28,4,2012-12-31 08:59:22,5,219,,,219,3625,4,4.0,0,3.22,0.2544,5.98,21,295.0,0,12588,2,46,1,0,1,1,,238.35,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.6821199987883376,0.14636252994530455,0.7877044119419289,0.3425056031769753,0.24095598167759247,0.5508144353591803
29,4,2012-12-31 08:59:22,5,219,,,219,11622,4,4.0,0,2.71,,5.64,36,299.0,0,12588,2,46,1,0,1,1,,238.34,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.6821199987883376,0.14636252994530455,0.2265810595677566,,0.2736973464915328,0.5432560897624916
30,4,2012-12-31 08:59:22,5,219,,,219,11826,5,4.5,1,3.22,0.1924,6.1,22,373.0,1,12588,2,46,1,0,1,1,,238.33,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,1.4348041353823655,0.9269626896535954,0.7877044119419289,-0.13170939005599608,0.8794125955494299,0.535697744165803
31,4,2012-12-31 08:59:22,5,219,,,219,22824,3,4.0,0,3.26,0.3729,5.74,4,329.0,0,12588,2,46,1,0,1,1,,238.29,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-0.0705641378056901,0.14636252994530455,0.831714086637942,1.2488681305657994,0.5192575825960857,0.5054643617790053
32,4,2012-12-31 08:59:22,5,219,,,219,37581,5,4.5,0,3.09,0.2508,6.21,26,600.0,0,12588,2,46,1,0,1,1,,238.35,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,1.4348041353823655,0.9269626896535954,0.6446729691798847,0.3149705390537706,2.737485048740546,0.5508144353591803
33,4,2012-12-31 08:59:22,5,219,,,219,39993,4,4.0,1,3.09,0.1692,5.69,3,365.0,0,12588,2,46,1,0,1,1,,237.94,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.6821199987883376,0.14636252994530455,0.6446729691798847,-0.30915758107220465,0.813929865921549,0.2409222658946659
34,4,2012-12-31 08:59:22,5,219,,,219,46162,4,4.5,0,3.26,0.3582,5.73,24,331.0,1,12588,2,46,1,0,1,1,,238.32,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.6821199987883376,0.9269626896535954,0.831714086637942,1.1364332853960466,0.5356282650030558,0.5281393985690929
35,4,2012-12-31 08:59:22,5,219,,,219,49152,4,4.5,1,3.09,0.1417,5.92,9,329.0,0,12588,2,46,1,0,1,1,,238.3,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.6821199987883376,0.9269626896535954,0.6446729691798847,-0.5194948764577967,0.5192575825960857,0.5130227073757155
36,4,2012-12-31 08:59:22,5,219,,,219,56063,4,4.5,0,3.26,0.3246,5.91,18,259.0,0,12588,2,46,1,0,1,1,,238.33,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.6821199987883376,0.9269626896535954,0.831714086637942,0.8794393535794685,-0.05371630164787093,0.535697744165803
37,4,2012-12-31 08:59:22,5,219,,,219,56472,4,4.5,1,1.1,0.0149,5.55,10,335.0,0,12588,2,46,1,0,1,1,,238.54,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.6821199987883376,0.9269626896535954,-1.5448083469467864,-1.489341023908454,0.5683696298169962,0.6944230016963937
38,4,2012-12-31 08:59:22,5,219,,,219,58696,0,4.5,0,1.61,0.0823,5.39,29,219.0,0,12588,2,46,1,0,1,1,,236.91,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-2.328616547587773,0.9269626896535954,-0.9836849945726144,-0.9738234344906757,-0.3811299497872747,-0.5375873305649751
39,4,2012-12-31 08:59:22,5,219,,,219,64344,4,3.0,1,1.79,,5.79,31,267.0,0,12588,2,46,1,0,1,1,,238.4,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.6821199987883376,-1.4148377894712771,-0.7856414584405537,,0.011766427980009823,0.5886061633426666
40,4,2012-12-31 08:59:22,5,219,,,219,65984,2,3.5,0,3.09,0.223,5.08,25,194.0,0,12588,2,46,1,0,1,1,,238.31,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-0.8232482743997178,-0.6342376297629864,0.6446729691798847,0.10233865499124467,-0.585763479874402,0.5205810529724042
41,4,2012-12-31 08:59:22,5,219,,,219,71258,1,2.0,0,0.69,0.0131,4.29,19,70.0,0,12588,2,46,1,0,1,1,,236.59,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-1.5759324109937456,-2.976038108887859,-1.995907512580925,-1.5031085559700563,-1.6007457891065537,-0.7794543896592271
42,4,2012-12-31 08:59:22,5,219,,,219,75491,2,3.5,0,3.22,0.3696,5.52,8,189.0,0,12588,2,46,1,0,1,1,,238.3,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-0.8232482743997178,-0.6342376297629864,0.7877044119419289,1.223627655119528,-0.6266901858918276,0.5130227073757155
43,4,2012-12-31 08:59:22,5,219,,,219,81172,0,4.0,0,0.69,,5.56,33,289.0,0,12588,2,46,1,0,1,1,,234.51,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-2.328616547587773,0.14636252994530455,-1.995907512580925,,0.1918439344566819,-2.351590273771908
44,4,2012-12-31 08:59:22,5,219,,,219,83045,3,3.5,0,3.26,0.3431,5.6,2,219.0,0,12588,2,46,1,0,1,1,,238.33,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-0.0705641378056901,-0.6342376297629864,0.831714086637942,1.0209389886570486,-0.3811299497872747,0.535697744165803
45,4,2012-12-31 08:59:22,5,219,,,219,83430,4,4.5,0,2.77,0.0362,5.85,27,405.0,0,12588,2,46,1,0,1,1,,238.4,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.6821199987883376,0.9269626896535954,0.2925955716117769,-1.3264252278461588,1.141343514060953,0.5886061633426666
46,4,2012-12-31 08:59:22,5,219,,,219,83806,4,4.0,1,3.18,0.3483,5.92,6,330.0,0,12588,2,46,1,0,1,1,,238.29,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.6821199987883376,0.14636252994530455,0.7436947372459154,1.0607118590572333,0.5274429237995708,0.5054643617790053
47,4,2012-12-31 08:59:22,5,219,,,219,85567,2,4.0,1,0.69,0.0408,5.14,7,135.0,0,12588,2,46,1,0,1,1,,236.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-0.8232482743997178,0.14636252994530455,-1.995907512580925,-1.2912415347998416,-1.0686986108800227,-1.2253967798642662
48,4,2012-12-31 08:59:22,5,219,,,219,85742,3,4.0,0,1.1,,5.36,30,169.0,1,12588,2,46,1,0,1,1,,234.1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-0.0705641378056901,0.14636252994530455,-1.5448083469467864,,-0.7903970099615294,-2.6614824432364226
49,4,2012-12-31 08:59:22,5,219,,,219,89119,4,4.5,1,3.18,0.2742,5.6,14,255.0,1,12588,2,46,1,0,1,1,,238.06,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.6821199987883376,0.9269626896535954,0.7436947372459154,0.4939484558546015,-0.08645766646181131,0.3316224130550158
50,4,2012-12-31 08:59:22,5,219,,,219,97099,4,4.0,1,3.22,0.3611,6.04,13,408.0,0,12588,2,46,1,0,1,1,,238.3,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.6821199987883376,0.14636252994530455,0.7877044119419289,1.1586143092730723,1.165899537671408,0.5130227073757155
51,4,2012-12-31 08:59:22,5,219,,,219,109185,4,4.5,1,3.18,0.3138,6.08,20,323.0,1,12588,2,46,1,0,1,1,,238.28,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.6821199987883376,0.9269626896535954,0.7436947372459154,0.7968341612098543,0.4701455353751751,0.4979060161823167
52,4,2012-12-31 08:59:22,5,219,,,219,110813,2,4.0,0,2.4,,5.14,32,139.0,1,12588,2,46,1,0,1,1,,233.87,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-0.8232482743997178,0.14636252994530455,-0.11449391932634803,,-1.0359572460660822,-2.835324391960412
53,4,2012-12-31 08:59:22,5,219,,,219,116696,2,4.0,0,2.4,,5.12,35,139.0,0,12588,2,46,1,0,1,1,,238.43,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,-0.8232482743997178,0.14636252994530455,-0.11449391932634803,,-1.0359572460660822,0.611281200132754
54,4,2012-12-31 08:59:22,5,219,,,219,125069,3,4.0,1,1.61,0.0969,5.28,1,159.0,1,12588,2,46,1,0,1,1,,236.91,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-0.0705641378056901,0.14636252994530455,-0.9836849945726144,-0.8621534522132339,-0.8722504219963804,-0.5375873305649751
55,4,2012-12-31 08:59:22,5,219,,,219,127808,2,2.5,0,3.0,0.0457,5.25,15,79.0,0,12588,2,46,1,0,1,1,,237.73,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-0.8232482743997178,-2.195437949179568,0.5456512011138545,-1.2537632530765908,-1.5270777182751878,0.08219700836405364
56,4,2012-12-31 08:59:22,5,219,,,219,129278,3,3.5,0,1.79,,4.82,34,160.0,0,12588,2,46,1,0,1,1,,238.38,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-0.0705641378056901,-0.6342376297629864,-0.7856414584405537,,-0.8640650807928952,0.5734894721492677
57,4,2012-12-31 08:59:22,5,219,,,219,134162,5,4.5,0,3.09,0.2677,6.14,12,525.0,0,12588,2,46,1,0,1,1,,238.34,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,1.4348041353823655,0.9269626896535954,0.6446729691798847,0.4442323678543706,2.123584458479164,0.5432560897624916
58,4,2012-12-31 08:59:22,5,219,,,219,137826,2,3.0,0,3.26,0.3147,5.25,28,181.0,0,12588,2,46,1,0,1,1,,238.21,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-0.8232482743997178,-1.4148377894712771,0.831714086637942,0.8037179272406552,-0.6921729155197083,0.4449975970054531
59,4,2012-12-31 08:59:22,5,219,,,219,139893,2,3.0,1,1.61,0.0309,5.25,16,129.0,0,12588,2,46,1,0,1,1,,236.14,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,2,1,,,-0.8232482743997178,-1.4148377894712771,-0.9836849945726144,-1.366962961138655,-1.1178106581009333,-1.1195799415105392
60,6,2013-06-05 12:27:51,14,100,,,100,10759,0,2.0,0,1.95,,0.0,4,97.63,0,21106,1,5,2,0,1,0,,652.84,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0,,0,3,3,,,-1.0434983894999017,-0.5304671043874534,,,-0.7067338810364265,0.35355339058910773
61,6,2013-06-05 12:27:51,14,100,,,100,22135,0,5.0,0,1.95,,0.0,6,115.03,0,21106,1,5,2,0,1,0,,652.84,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0,,0,3,3,,,-1.0434983894999017,0.9162613621237831,,,-0.26502520538865987,0.35355339058910773
62,6,2013-06-05 12:27:51,14,100,,,100,52376,2,0.0,1,1.95,,0.0,2,86.03,0,21106,1,5,2,0,1,0,,652.85,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,3,,,0.447213595499958,-1.4949527487282777,,,-1.0012063314682706,0.7071067811822349
63,6,2013-06-05 12:27:51,14,100,,,100,104251,3,4.0,1,1.95,,0.0,1,145.0,0,21106,1,5,2,0,1,0,,652.84,0,,,,,,,,,,,,,,,,,,,,,,,,,1,162.38,1,3,3,,,1.1925695879998879,0.4340185399533709,,,0.49577991008051037,0.35355339058910773
64,6,2013-06-05 12:27:51,14,100,,,100,118866,2,4.5,1,1.95,,0.0,3,183.66,0,21106,1,5,2,0,1,0,,652.78,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,3,,,0.447213595499958,0.6751399510385769,,,1.4771855078128466,-1.7677669529736748
65,8,2013-03-20 17:50:44,5,219,,,219,10250,3,3.5,1,1.39,0.0321,4.64,15,82.0,0,7082,1,0,1,0,1,0,,5.4,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,3,2,,,-0.048917450524135764,-0.4270489675302972,-0.44924156226841994,-1.1758253713795361,-1.2517475004349825,0.8832136238880774
66,8,2013-03-20 17:50:44,5,219,,,219,13252,4,4.5,1,0.0,,5.49,19,160.0,1,7082,1,0,1,0,1,0,,3.98,0,,,,,,,0.0,0.0,,,,,1.0,0.0,42.0,,,,,,,1.0,0.0,43.0,0,,0,3,2,,,0.9783490104827189,0.56939862337373,-1.851740086612289,,-0.05967633432306302,0.12985463463343022
67,8,2013-03-20 17:50:44,5,219,,,219,22756,4,4.0,1,2.83,0.2251,5.11,10,259.0,0,7082,1,0,1,0,1,0,,4.41,0,,,,0.0,0.0,,-1.0,0.0,7.0,,,,0.0,0.0,7.0,,,,,,,-1.0,0.0,7.0,0,,0,3,2,,,0.9783490104827189,0.07117482792171642,1.0037065492820636,1.3256155808821022,1.4533370688189886,0.3579844694077248
68,8,2013-03-20 17:50:44,5,219,,,219,27669,3,3.5,1,3.0,0.2107,4.62,16,85.0,0,7082,1,0,1,0,1,0,,4.17,0,,,,,,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,,1,96.41,1,3,2,,,-0.048917450524135764,-0.4270489675302972,1.1752351457845511,1.138979572008695,-1.2058986094306778,0.23065618953369987
69,8,2013-03-20 17:50:44,5,219,,,219,30630,3,4.0,1,0.0,,4.81,20,109.0,0,7082,1,0,1,0,1,0,,3.69,0,,,,1.0,0.0,4.0,-1.0,0.0,9.0,,,,,,,,,,,,,0.0,0.0,,0,,0,3,2,,,-0.048917450524135764,0.07117482792171642,-1.851740086612289,,-0.8391074813962411,-0.024000370214349837
70,8,2013-03-20 17:50:44,5,219,,,219,32491,3,4.5,1,2.3,0.0516,5.18,6,199.0,0,7082,1,0,1,0,1,0,,4.45,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,0,,0,3,2,,,-0.048917450524135764,0.56939862337373,0.4689409248919549,-0.9230891093634641,0.5363592487328966,0.379205849386729
71,8,2013-03-20 17:50:44,5,219,,,219,33805,3,3.5,1,3.14,0.1393,4.89,13,119.0,1,7082,1,0,1,0,1,0,,3.83,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,3,2,,,-0.048917450524135764,-0.4270489675302972,1.3164939899630705,0.2135760280113843,-0.6862778447152258,0.05027445971216473
72,8,2013-03-20 17:50:44,5,219,,,219,35397,3,4.5,1,1.39,0.1,4.82,12,119.0,1,7082,1,0,1,0,1,0,,5.07,0,,,,0.0,0.0,,1.0,0.0,25.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,3,2,,,-0.048917450524135764,0.56939862337373,-0.44924156226841994,-0.29578474620562295,-0.6862778447152258,0.7081372390612932
