,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool,day_part,season,diff_usd,diff_starrating,prop_starrating|srch_id_normalized,prop_review_score|srch_id_normalized,prop_location_score1|srch_id_normalized,prop_location_score2|srch_id_normalized,price_usd|srch_id_normalized,orig_destination_distance|srch_id_normalized
33,11,2013-02-25 08:39:33,5,219,,,219,27675,3,4.5,1,1.1,0.1626,4.7,7,85.0,0,12610,1,39,2,0,1,1,,279.74,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.5,0.9,0.45833333333333337,0.4855491329479768,0.42857142857142855,0.33802816901408467
34,11,2013-02-25 08:39:33,5,219,,,219,28364,3,4.5,1,1.61,0.2046,4.73,3,79.0,0,12610,1,39,2,0,1,1,,280.57,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.5,0.9,0.6708333333333334,0.7062532842879664,0.37815126050420167,0.4029733959311415
35,11,2013-02-25 08:39:33,5,219,,,219,33980,3,5.0,1,1.1,,5.03,13,98.0,0,12610,1,39,2,0,1,1,,283.87,1,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.5,1.0,0.45833333333333337,,0.5378151260504201,0.6611893583724575
36,11,2013-02-25 08:39:33,5,219,,,219,35021,3,4.0,1,2.08,,4.99,26,153.0,0,12610,1,39,2,0,1,1,,287.83,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.5,0.8,0.8666666666666667,,1.0,0.971048513302034
37,11,2013-02-25 08:39:33,5,219,,,219,38443,3,4.0,1,2.4,,4.58,18,60.0,0,12610,1,39,2,0,1,1,,284.42,1,,,,-1.0,0.0,10.0,-1.0,1.0,10.0,,,,,,,,,,,,,-1.0,0.0,10.0,0,,0,2,1,,,0.5,0.8,1.0,,0.2184873949579832,0.7042253521126776
38,11,2013-02-25 08:39:33,5,219,,,219,47116,3,4.5,1,2.08,,4.95,22,84.0,0,12610,1,39,2,0,1,1,,287.82,1,,,,0.0,0.0,11.0,0.0,0.0,11.0,,,,,,,,,,,,,0.0,0.0,11.0,0,,0,2,1,,,0.5,0.9,0.8666666666666667,,0.42016806722689076,0.9702660406885761
39,11,2013-02-25 08:39:33,5,219,,,219,59898,3,0.0,1,2.08,,4.84,32,76.0,0,12610,1,39,2,0,1,1,,288.1,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.5,0.0,0.8666666666666667,,0.35294117647058826,0.9921752738654174
40,11,2013-02-25 08:39:33,5,219,,,219,63095,2,3.5,1,1.61,,4.92,33,65.0,0,12610,1,39,2,0,1,1,,287.66,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.0,0.7,0.6708333333333334,,0.2605042016806723,0.9577464788732422
41,11,2013-02-25 08:39:33,5,219,,,219,69993,2,2.5,1,2.2,,4.22,27,34.0,0,12610,1,39,2,0,1,1,,284.47,1,,,,0.0,-1.0,,0.0,-1.0,,,,,1.0,-1.0,17.0,,,,,,,0.0,-1.0,,0,,0,2,1,,,0.0,0.5,0.9166666666666667,,0.0,0.7081377151799712
42,11,2013-02-25 08:39:33,5,219,,,219,73511,3,5.0,1,0.0,,4.91,29,75.0,0,12610,1,39,2,0,1,1,,287.02,1,,,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.5,1.0,0.0,,0.3445378151260504,0.9076682316118928
43,11,2013-02-25 08:39:33,5,219,,,219,74499,3,4.5,1,0.69,0.1555,4.68,8,74.0,0,12610,1,39,2,0,1,1,,279.07,1,,,,,,,1.0,0.0,20.0,,,,1.0,0.0,20.0,,,,,,,1.0,0.0,20.0,0,,0,2,1,,,0.5,0.9,0.2875,0.44823962165002623,0.33613445378151263,0.2856025039123619
44,11,2013-02-25 08:39:33,5,219,,,219,75743,3,4.5,1,0.0,,4.88,24,93.0,0,12610,1,39,2,0,1,1,,276.98,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.5,0.9,0.0,,0.4957983193277311,0.12206572769953096
45,11,2013-02-25 08:39:33,5,219,,,219,78768,3,5.0,1,2.08,,4.95,12,93.0,0,12610,1,39,2,0,1,1,,287.89,1,,,,,,,-1.0,0.0,9.0,,,,-1.0,0.0,9.0,,,,,,,-1.0,0.0,9.0,0,,0,2,1,,,0.5,1.0,0.8666666666666667,,0.4957983193277311,0.9757433489827854
46,11,2013-02-25 08:39:33,5,219,,,219,80764,2,3.5,1,1.79,,3.87,21,60.0,0,12610,1,39,2,0,1,1,,283.89,1,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,-1.0,0.0,10.0,0,,0,2,1,,,0.0,0.7,0.7458333333333333,,0.2184873949579832,0.6627543035993732
47,11,2013-02-25 08:39:33,5,219,,,219,83769,4,4.5,1,2.08,,5.24,37,123.0,0,12610,1,39,2,0,1,1,,288.09,1,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,-1.0,0.0,7.0,0,,0,2,1,,,1.0,0.9,0.8666666666666667,,0.7478991596638656,0.9913928012519551
48,11,2013-02-25 08:39:33,5,219,,,219,85264,2,3.0,1,1.95,,4.31,30,70.0,0,12610,1,39,2,0,1,1,,285.8,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.0,0.6,0.8125,,0.3025210084033613,0.8122065727699544
49,11,2013-02-25 08:39:33,5,219,,,219,86294,2,3.0,1,2.2,,4.01,28,51.0,0,12610,1,39,2,0,1,1,,284.72,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.0,0.6,0.9166666666666667,,0.14285714285714285,0.7276995305164343
50,11,2013-02-25 08:39:33,5,219,,,219,93949,3,4.0,0,1.61,,4.64,35,74.0,0,12610,1,39,2,0,1,1,,287.04,1,,,,0.0,0.0,3.0,0.0,0.0,3.0,,,,,,,,,,,,,-1.0,0.0,10.0,0,,0,2,1,,,0.5,0.8,0.6708333333333334,,0.33613445378151263,0.9092331768388129
51,11,2013-02-25 08:39:33,5,219,,,219,95615,3,4.5,0,1.39,0.0702,4.64,6,80.0,0,12610,1,39,2,0,1,1,,280.76,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.5,0.9,0.5791666666666666,0.0,0.3865546218487395,0.4178403755868534
52,11,2013-02-25 08:39:33,5,219,,,219,100969,4,4.5,0,1.39,,4.98,16,89.0,1,12610,1,39,2,0,1,1,,287.77,1,,,,1.0,0.0,25.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,25.0,0,,0,2,1,,,1.0,0.9,0.5791666666666666,,0.46218487394957986,0.9663536776212827
53,11,2013-02-25 08:39:33,5,219,,,219,102705,3,5.0,1,1.39,0.2323,4.86,4,87.0,0,12610,1,39,2,0,1,1,,280.41,1,,,,,1.0,,0.0,0.0,,,,,1.0,0.0,9.0,,,,,,,0.0,0.0,,0,,0,2,1,,,0.5,1.0,0.5791666666666666,0.8518129269574356,0.44537815126050423,0.3904538341158075
54,11,2013-02-25 08:39:33,5,219,,,219,114096,3,4.0,1,1.61,,4.98,34,62.0,0,12610,1,39,2,0,1,1,,288.2,1,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,107.0,,,,,,,0.0,0.0,,0,,0,2,1,,,0.5,0.8,0.6708333333333334,,0.23529411764705882,1.0
55,11,2013-02-25 08:39:33,5,219,,,219,122888,3,4.5,1,1.1,0.2605,4.89,1,71.0,0,12610,1,39,2,0,1,1,,281.08,1,,,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.5,0.9,0.45833333333333337,1.0,0.31092436974789917,0.44287949921752584
56,11,2013-02-25 08:39:33,5,219,,,219,124104,3,4.0,1,1.1,,4.64,10,85.0,0,12610,1,39,2,0,1,1,,275.81,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.5,0.8,0.45833333333333337,,0.42857142857142855,0.030516431924881626
57,11,2013-02-25 08:39:33,5,219,,,219,134563,3,4.0,1,2.2,,4.73,20,73.0,0,12610,1,39,2,0,1,1,,284.5,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.5,0.8,0.9166666666666667,,0.3277310924369748,0.7104851330203446
58,11,2013-02-25 08:39:33,5,219,,,219,136184,3,4.0,0,2.2,,4.59,15,81.0,0,12610,1,39,2,0,1,1,,284.78,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.5,0.8,0.9166666666666667,,0.3949579831932773,0.7323943661971812
59,12,2013-03-15 14:55:16,5,219,,,158,7814,3,3.5,0,0.0,0.0476,4.46,25,43.0,1,26648,2,21,3,0,1,1,,9270.55,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,3,2,,,0.0,0.7777777777777778,0.0,0.0,0.08247422680412371,0.0
60,12,2013-03-15 14:55:16,5,219,,,158,10881,3,3.0,0,3.14,,4.46,28,44.0,0,26648,2,21,3,0,1,1,,9285.88,1,,,,,,,,,,,,,1.0,0.0,16.0,,,,,,,,,,0,,0,3,2,,,0.0,0.6666666666666666,0.9515151515151516,,0.08762886597938144,0.8326996197718658
61,12,2013-03-15 14:55:16,5,219,,,158,12510,4,0.0,0,1.1,,4.41,24,51.0,0,26648,2,21,3,0,1,1,,9288.15,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,0.5,0.0,0.33333333333333337,,0.12371134020618557,0.9560021727322381
62,12,2013-03-15 14:55:16,5,219,,,158,17122,4,3.5,0,2.64,,4.22,13,53.0,0,26648,2,21,3,0,1,1,,9278.6,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,0.5,0.7777777777777778,0.8,,0.13402061855670103,0.4372623574145114
63,12,2013-03-15 14:55:16,5,219,,,158,18012,5,4.5,0,3.22,0.1909,5.66,18,221.0,0,26648,2,21,3,0,1,1,,9286.02,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,3,2,,,1.0,1.0,0.9757575757575758,0.32724366293674356,1.0,0.8403041825095756
64,12,2013-03-15 14:55:16,5,219,,,158,29081,3,0.0,0,3.3,,4.41,3,37.0,0,26648,2,21,3,0,1,1,,9286.32,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,0.0,0.0,1.0,,0.05154639175257732,0.8565996740901989
65,12,2013-03-15 14:55:16,5,219,,,158,43250,3,0.0,1,3.3,,4.46,14,40.0,0,26648,2,21,3,0,1,1,,9286.38,1,,,,,,,,,,,,,1.0,0.0,39.0,,,,,,,,,,0,,0,3,2,,,0.0,0.0,1.0,,0.06701030927835051,0.8598587724063038
66,12,2013-03-15 14:55:16,5,219,,,158,45722,3,4.0,0,3.26,,4.46,4,29.0,1,26648,2,21,3,0,1,1,,9286.44,1,,,,,,,,,,,,,1.0,0.0,56.0,,,,,,,,,,0,,0,3,2,,,0.0,0.8888888888888888,0.9878787878787879,,0.010309278350515464,0.8631178707225075
67,12,2013-03-15 14:55:16,5,219,,,158,47902,3,3.5,0,3.26,,4.46,22,49.0,0,26648,2,21,3,0,1,1,,9286.15,1,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,,0,3,2,,,0.0,0.7777777777777778,0.9878787878787879,,0.1134020618556701,0.847365562194486
68,12,2013-03-15 14:55:16,5,219,,,158,55331,5,4.5,0,2.3,,5.62,15,138.0,1,26648,2,21,3,0,1,1,,9288.85,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,3,2,,,1.0,1.0,0.6969696969696969,,0.5721649484536082,0.9940249864204909
69,12,2013-03-15 14:55:16,5,219,,,158,59368,3,2.0,0,3.18,,4.46,26,35.0,0,26648,2,21,3,0,1,1,,9286.5,1,,,,,,,,,,,,,1.0,0.0,5.0,,,,,,,,,,0,,0,3,2,,,0.0,0.4444444444444444,0.9636363636363637,,0.041237113402061855,0.8663769690386124
70,12,2013-03-15 14:55:16,5,219,,,158,73964,3,2.0,0,3.09,0.1419,4.58,32,29.0,1,26648,2,21,3,0,1,1,,9285.73,1,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,,0,3,2,,,0.0,0.4444444444444444,0.9363636363636364,0.21534596939940626,0.010309278350515464,0.824551873981554
71,12,2013-03-15 14:55:16,5,219,,,158,82017,4,3.5,0,2.64,,4.22,19,93.0,0,26648,2,21,3,0,1,1,,9278.98,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,0.5,0.7777777777777778,0.8,,0.3402061855670103,0.4579033134166408
72,12,2013-03-15 14:55:16,5,219,,,158,83229,5,4.5,1,2.64,0.1429,4.12,7,147.0,1,26648,2,21,3,0,1,1,,9278.98,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,1.0,1.0,0.8,0.21762959579812743,0.6185567010309279,0.4579033134166408
73,12,2013-03-15 14:55:16,5,219,,,158,84441,3,4.0,0,2.64,0.0476,3.75,9,41.0,1,26648,2,21,3,0,1,1,,9278.89,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,0.0,0.8888888888888888,0.8,0.0,0.07216494845360824,0.45301466594243406
74,12,2013-03-15 14:55:16,5,219,,,158,89698,3,4.0,0,2.71,,4.46,6,74.0,0,26648,2,21,3,0,1,1,,9287.12,1,,,,,,,,,,,,,1.0,0.0,12.0,,,,,,,,,,0,,0,3,2,,,0.0,0.8888888888888888,0.8212121212121213,,0.2422680412371134,0.900054318305359
75,12,2013-03-15 14:55:16,5,219,,,158,92506,3,3.0,0,3.14,,4.46,29,35.0,0,26648,2,21,3,0,1,1,,9286.65,1,,,,,,,,,,,,,1.0,0.0,40.0,,,,,,,,,,0,,0,3,2,,,0.0,0.6666666666666666,0.9515151515151516,,0.041237113402061855,0.874524714828924
76,12,2013-03-15 14:55:16,5,219,,,158,93021,4,4.0,1,2.64,,4.22,8,66.0,1,26648,2,21,3,0,1,1,,9279.04,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,0.5,0.8888888888888888,0.8,,0.20103092783505155,0.46116241173284456
77,12,2013-03-15 14:55:16,5,219,,,158,97754,3,3.0,0,3.26,,4.46,2,32.0,1,26648,2,21,3,0,1,1,,9286.45,1,,,,,,,,,,,,,1.0,0.0,6.0,,,,,,,,,,0,,0,3,2,,,0.0,0.6666666666666666,0.9878787878787879,,0.02577319587628866,0.8636610537752081
