,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool,hour,month,diff_usd,diff_starrating
2110,136,2013-04-04 18:43:37,5,219,,,219,82629,2,4.0,1,1.61,0.0165,4.88,24,71.0,0,6767,2,15,2,2,1,1,,162.65,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,18,4,,
2111,136,2013-04-04 18:43:37,5,219,,,219,91066,3,4.0,1,1.61,0.09300000000000001,5.16,15,149.0,0,6767,2,15,2,2,1,1,,165.46,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,18,4,,
2112,136,2013-04-04 18:43:37,5,219,,,219,97279,3,4.5,1,0.69,,4.85,27,92.0,0,6767,2,15,2,2,1,1,,161.23,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,18,4,,
2113,136,2013-04-04 18:43:37,5,219,,,219,97826,2,4.0,0,0.0,,4.81,29,129.0,0,6767,2,15,2,2,1,1,,157.66,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,18,4,,
2114,136,2013-04-04 18:43:37,5,219,,,219,100595,3,4.5,1,1.61,,4.88,25,105.0,0,6767,2,15,2,2,1,1,,161.99,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,18,4,,
2115,136,2013-04-04 18:43:37,5,219,,,219,107629,3,4.5,1,0.0,,5.05,3,127.0,0,6767,2,15,2,2,1,1,,162.33,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,18,4,,
2116,136,2013-04-04 18:43:37,5,219,,,219,119037,3,3.0,0,1.61,0.0483,4.82,22,69.0,0,6767,2,15,2,2,1,1,,162.23,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,18,4,,
2117,136,2013-04-04 18:43:37,5,219,,,219,124476,3,3.0,1,2.71,0.1642,4.49,14,61.0,0,6767,2,15,2,2,1,1,,164.72,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,18,4,,
2118,136,2013-04-04 18:43:37,5,219,,,219,138939,3,3.5,1,2.71,0.1805,4.89,10,100.0,0,6767,2,15,2,2,1,1,,164.36,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,18,4,,
11069,796,2012-12-29 07:41:21,5,219,,,219,613,0,2.5,1,2.94,0.0192,4.12,1,39.0,0,1775,1,1,2,0,1,0,,185.94,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11070,796,2012-12-29 07:41:21,5,219,,,219,1023,2,5.0,1,2.94,0.191,3.96,9,46.0,0,1775,1,1,2,0,1,0,,191.14,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11071,796,2012-12-29 07:41:21,5,219,,,219,2048,2,3.0,1,2.94,0.1147,4.02,2,44.0,1,1775,1,1,2,0,1,0,,190.74,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11072,796,2012-12-29 07:41:21,5,219,,,219,6125,2,2.5,1,1.1,0.0008,4.24,24,54.0,1,1775,1,1,2,0,1,0,,172.36,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,7,12,,
11073,796,2012-12-29 07:41:21,5,219,,,219,8185,2,3.5,1,2.94,0.1983,3.87,3,44.0,0,1775,1,1,2,0,1,0,,185.43,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,50.15,1,7,12,,
11074,796,2012-12-29 07:41:21,5,219,,,219,9609,2,4.5,1,2.08,0.0336,3.97,13,49.0,1,1775,1,1,2,0,1,0,,200.69,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,7,12,,
11075,796,2012-12-29 07:41:21,5,219,,,219,14328,2,2.5,1,0.69,,4.24,8,45.0,0,1775,1,1,2,0,1,0,,172.22,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11076,796,2012-12-29 07:41:21,5,219,,,219,19899,2,4.0,1,2.94,0.2046,3.98,10,48.0,0,1775,1,1,2,0,1,0,,191.04,0,,,,0.0,0.0,,,,,,,,0.0,0.0,5.0,,,,,,,0.0,0.0,,0,,0,7,12,,
11077,796,2012-12-29 07:41:21,5,219,,,219,31780,2,0.0,1,0.0,,4.24,29,56.0,0,1775,1,1,2,0,1,0,,209.78,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11078,796,2012-12-29 07:41:21,5,219,,,219,32829,2,2.5,1,2.94,0.1052,3.76,4,45.0,0,1775,1,1,2,0,1,0,,185.69,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11079,796,2012-12-29 07:41:21,5,219,,,219,33480,2,3.5,1,2.94,0.1536,4.18,30,59.0,0,1775,1,1,2,0,1,0,,185.49,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11080,796,2012-12-29 07:41:21,5,219,,,219,33650,3,3.5,1,2.94,0.133,4.48,18,52.0,0,1775,1,1,2,0,1,0,,185.63,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11081,796,2012-12-29 07:41:21,5,219,,,219,35140,2,2.5,1,1.39,0.0575,4.1,21,53.0,0,1775,1,1,2,0,1,0,,185.78,0,,,,0.0,0.0,11.0,,,,,,,1.0,0.0,13.0,,,,,,,-1.0,0.0,11.0,0,,0,7,12,,
11082,796,2012-12-29 07:41:21,5,219,,,219,45259,2,0.0,1,0.69,0.0004,3.97,15,50.0,0,1775,1,1,2,0,1,0,,203.86,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11083,796,2012-12-29 07:41:21,5,219,,,219,46075,2,3.0,1,2.94,,4.02,38,62.0,0,1775,1,1,2,0,1,0,,191.25,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11084,796,2012-12-29 07:41:21,5,219,,,219,55439,2,2.0,1,1.79,,4.24,27,55.0,0,1775,1,1,2,0,1,0,,173.03,0,,,,0.0,0.0,15.0,,,,,,,-1.0,0.0,12.0,,,,,,,0.0,0.0,,0,,0,7,12,,
11085,796,2012-12-29 07:41:21,5,219,,,219,60450,2,3.5,1,1.1,,4.24,16,50.0,0,1775,1,1,2,0,1,0,,205.74,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11086,796,2012-12-29 07:41:21,5,219,,,219,61931,3,4.0,1,2.08,0.0074,4.2,35,60.0,0,1775,1,1,2,0,1,0,,204.58,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11087,796,2012-12-29 07:41:21,5,219,,,219,67117,2,3.5,1,2.94,0.0803,4.02,14,50.0,0,1775,1,1,2,0,1,0,,190.9,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11088,796,2012-12-29 07:41:21,5,219,,,219,72009,2,3.5,1,2.94,0.2385,4.02,19,52.0,0,1775,1,1,2,0,1,0,,185.38,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11089,796,2012-12-29 07:41:21,5,219,,,219,82854,0,3.5,1,0.0,0.0004,4.35,20,52.0,0,1775,1,1,2,0,1,0,,181.31,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11090,796,2012-12-29 07:41:21,5,219,,,219,83987,3,3.0,1,2.94,0.1862,4.48,26,55.0,0,1775,1,1,2,0,1,0,,185.27,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11091,796,2012-12-29 07:41:21,5,219,,,219,96734,2,4.0,1,1.39,0.0577,4.21,31,59.0,0,1775,1,1,2,0,1,0,,185.79,0,,,,0.0,0.0,,,,,,,,0.0,0.0,4.0,,,,,,,-1.0,0.0,3.0,0,,0,7,12,,
11092,796,2012-12-29 07:41:21,5,219,,,219,96980,2,3.0,1,0.0,0.0017,4.02,12,48.0,0,1775,1,1,2,0,1,0,,189.31,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11093,796,2012-12-29 07:41:21,5,219,,,219,112184,2,3.0,1,0.0,,4.02,39,62.0,0,1775,1,1,2,0,1,0,,191.4,0,,,,0.0,0.0,,,,,,,,1.0,0.0,11.0,,,,,,,0.0,0.0,,0,,0,7,12,,
11094,796,2012-12-29 07:41:21,5,219,,,219,114609,2,4.0,1,2.94,0.0382,4.02,28,56.0,0,1775,1,1,2,0,1,0,,185.85,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11095,796,2012-12-29 07:41:21,5,219,,,219,121119,2,3.5,1,2.3,0.0009,4.27,37,60.0,0,1775,1,1,2,0,1,0,,204.81,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11096,796,2012-12-29 07:41:21,5,219,,,219,121279,2,2.5,0,1.61,0.0152,4.02,6,45.0,0,1775,1,1,2,0,1,0,,188.0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11097,796,2012-12-29 07:41:21,5,219,,,219,127435,2,3.0,1,1.95,,4.39,25,54.0,0,1775,1,1,2,0,1,0,,204.58,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11098,796,2012-12-29 07:41:21,5,219,,,219,132083,3,3.5,1,2.94,0.2022,4.08,22,54.0,1,1775,1,1,2,0,1,0,,191.08,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11099,796,2012-12-29 07:41:21,5,219,,,219,133673,3,2.5,1,1.61,0.0058,4.17,33,59.0,1,1775,1,1,2,0,1,0,,173.03,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,7,12,,
11100,796,2012-12-29 07:41:21,5,219,,,219,134768,3,3.5,1,2.94,0.2235,4.32,36,60.0,0,1775,1,1,2,0,1,0,,185.2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11101,796,2012-12-29 07:41:21,5,219,,,219,135842,2,4.0,0,0.0,,4.31,32,59.0,0,1775,1,1,2,0,1,0,,206.89,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,7,12,,
11102,796,2012-12-29 07:41:21,5,219,,,219,136560,2,0.0,1,2.94,0.0964,4.02,7,45.0,0,1775,1,1,2,0,1,0,,190.91,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
11103,796,2012-12-29 07:41:21,5,219,,,219,140329,2,3.5,1,0.69,0.0012,4.24,34,60.0,0,1775,1,1,2,0,1,0,,171.29,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,12,,
29595,1987,2013-05-29 06:15:29,5,219,,,219,2488,2,3.5,0,0.0,,4.52,20,56.0,0,2861,3,72,2,0,1,1,,96.43,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29596,1987,2013-05-29 06:15:29,5,219,,,219,3351,3,3.0,0,2.3,0.0654,5.33,6,140.0,0,2861,3,72,2,0,1,1,,94.39,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29597,1987,2013-05-29 06:15:29,5,219,,,219,21957,3,3.0,1,1.79,,4.7,26,63.0,1,2861,3,72,2,0,1,1,,94.9,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29598,1987,2013-05-29 06:15:29,5,219,,,219,24492,3,4.0,0,2.48,0.4118,5.35,1,229.0,0,2861,3,72,2,0,1,1,,94.4,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29599,1987,2013-05-29 06:15:29,5,219,,,219,24816,4,4.5,0,2.48,,5.74,14,179.0,0,2861,3,72,2,0,1,1,,101.43,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29600,1987,2013-05-29 06:15:29,5,219,,,219,30376,3,4.5,1,0.69,,4.7,12,159.0,0,2861,3,72,2,0,1,1,,94.61,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29601,1987,2013-05-29 06:15:29,5,219,,,219,34298,2,3.0,1,2.2,,4.37,21,51.0,1,2861,3,72,2,0,1,1,,100.36,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29602,1987,2013-05-29 06:15:29,5,219,,,219,37729,2,4.0,0,2.08,0.0596,4.52,2,130.0,1,2861,3,72,2,0,1,1,,95.14,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29603,1987,2013-05-29 06:15:29,5,219,,,219,40564,3,4.5,0,2.08,0.0617,5.37,3,129.0,1,2861,3,72,2,0,1,1,,95.08,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29604,1987,2013-05-29 06:15:29,5,219,,,219,41019,3,4.0,1,1.79,,4.51,13,49.0,0,2861,3,72,2,0,1,1,,95.1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29605,1987,2013-05-29 06:15:29,5,219,,,219,52790,0,4.5,0,2.3,0.0227,5.72,10,132.0,0,2861,3,72,2,0,1,1,,94.22,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29606,1987,2013-05-29 06:15:29,5,219,,,219,59011,3,3.5,1,0.69,,4.71,18,99.0,0,2861,3,72,2,0,1,1,,81.53,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29607,1987,2013-05-29 06:15:29,5,219,,,219,64580,4,4.5,1,2.48,0.3143,6.18,9,292.0,0,2861,3,72,2,0,1,1,,94.58,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29608,1987,2013-05-29 06:15:29,5,219,,,219,72400,4,4.5,1,2.48,0.5939,5.62,7,169.0,0,2861,3,72,2,0,1,1,,94.45,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29609,1987,2013-05-29 06:15:29,5,219,,,219,77973,4,4.0,0,2.71,,5.12,19,100.0,0,2861,3,72,2,0,1,1,,101.02,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29610,1987,2013-05-29 06:15:29,5,219,,,219,80701,4,4.5,1,2.56,,5.74,15,154.0,1,2861,3,72,2,0,1,1,,100.62,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29611,1987,2013-05-29 06:15:29,5,219,,,219,80946,4,4.5,1,2.48,0.5433,5.83,4,177.0,1,2861,3,72,2,0,1,1,,94.52,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,6,5,,
29612,1987,2013-05-29 06:15:29,5,219,,,219,98674,3,4.0,1,2.56,,4.77,24,65.0,0,2861,3,72,2,0,1,1,,100.53,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29613,1987,2013-05-29 06:15:29,5,219,,,219,110023,4,5.0,1,2.83,0.0289,5.75,8,270.0,0,2861,3,72,2,0,1,1,,94.72,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29614,1987,2013-05-29 06:15:29,5,219,,,219,116652,3,4.0,0,2.4,,4.59,22,99.0,0,2861,3,72,2,0,1,1,,100.42,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29615,1987,2013-05-29 06:15:29,5,219,,,219,122531,2,3.0,1,1.79,,4.52,25,59.0,0,2861,3,72,2,0,1,1,,94.88,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29616,1987,2013-05-29 06:15:29,5,219,,,219,123832,3,4.5,0,2.71,,5.24,27,106.0,0,2861,3,72,2,0,1,1,,101.14,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
29617,1987,2013-05-29 06:15:29,5,219,,,219,124469,3,4.0,0,2.71,,4.7,16,199.0,0,2861,3,72,2,0,1,1,,101.03,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6,5,,
30995,2083,2013-06-12 21:15:56,14,100,,,219,3389,3,4.5,1,2.2,0.0085,0.0,2,104.03,1,14230,8,45,4,0,1,0,,1316.0,0,,,,0.0,0.0,34.0,0.0,0.0,34.0,,,,0.0,0.0,34.0,,,,,,,0.0,0.0,34.0,0,,0,21,6,,
30996,2083,2013-06-12 21:15:56,14,100,,,219,6973,2,3.0,1,4.19,,0.0,22,31.41,1,14230,8,45,4,0,1,0,,1312.3,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,21,6,,
30997,2083,2013-06-12 21:15:56,14,100,,,219,12633,2,1.5,0,3.66,,0.0,26,42.2,0,14230,8,45,4,0,1,0,,1313.18,0,,,,,,,1.0,0.0,33.0,,,,,,,,,,,,,,,,0,,0,21,6,,
30998,2083,2013-06-12 21:15:56,14,100,,,219,21018,4,4.0,1,3.43,,0.0,10,164.88,0,14230,8,45,4,0,1,0,,1313.07,0,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,25.0,,,,,,,-1.0,0.0,25.0,0,,0,21,6,,
30999,2083,2013-06-12 21:15:56,14,100,,,219,24545,4,4.0,0,4.04,,0.0,12,113.85,1,14230,8,45,4,0,1,0,,1312.53,0,,,,,,,1.0,0.0,17.0,,,,1.0,0.0,17.0,,,,,,,1.0,0.0,17.0,0,,0,21,6,,
31000,2083,2013-06-12 21:15:56,14,100,,,219,26248,5,4.5,1,3.66,,0.0,15,200.22,0,14230,8,45,4,0,1,0,,1313.05,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,3.0,,,,,,,0.0,0.0,25.0,0,,0,21,6,,
31001,2083,2013-06-12 21:15:56,14,100,,,219,26711,2,0.0,1,4.22,,0.0,21,57.91,1,14230,8,45,4,0,1,0,,1312.34,0,,,,0.0,0.0,,0.0,0.0,16.0,,,,1.0,0.0,24.0,,,,,,,0.0,0.0,,0,,0,21,6,,
31002,2083,2013-06-12 21:15:56,14,100,,,219,28940,3,4.5,1,2.48,,0.0,27,117.77,0,14230,8,45,4,0,1,0,,1313.8,0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0,,0,21,6,,
31003,2083,2013-06-12 21:15:56,14,100,,,219,34016,3,4.0,0,1.79,0.0929,0.0,3,48.09,0,14230,8,45,4,0,1,0,,1316.47,0,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,1,2795.21,1,21,6,,
31004,2083,2013-06-12 21:15:56,14,100,,,219,37818,4,3.5,1,3.95,,0.0,14,78.52,1,14230,8,45,4,0,1,0,,1312.81,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,21,6,,
31005,2083,2013-06-12 21:15:56,14,100,,,219,43163,3,4.5,1,1.39,,0.0,31,124.64,0,14230,8,45,4,0,1,0,,1316.37,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,21,6,,
31006,2083,2013-06-12 21:15:56,14,100,,,219,43535,2,3.5,1,3.85,,0.0,29,68.7,0,14230,8,45,4,0,1,0,,1312.41,0,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,20.0,,,,,,,-1.0,0.0,20.0,0,,0,21,6,,
31007,2083,2013-06-12 21:15:56,14,100,,,219,54004,3,4.5,1,2.4,,0.0,30,85.39,0,14230,8,45,4,0,1,0,,1313.86,0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0,,0,21,6,,
31008,2083,2013-06-12 21:15:56,14,100,,,219,59537,2,4.5,1,2.2,0.0632,0.0,8,91.27,1,14230,8,45,4,0,1,0,,1315.27,0,,,,,,,,,,,,,,-1.0,,,,,,,,,-1.0,,0,,0,21,6,,
31009,2083,2013-06-12 21:15:56,14,100,,,219,69169,3,4.5,1,2.48,,0.0,25,119.74,0,14230,8,45,4,0,1,0,,1313.77,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,21,6,,
31010,2083,2013-06-12 21:15:56,14,100,,,219,75382,3,4.5,1,1.1,,0.0,19,90.29,0,14230,8,45,4,0,1,0,,1315.78,0,,,,,,,1.0,0.0,5.0,,,,1.0,0.0,14.0,,,,,,,1.0,0.0,5.0,0,,0,21,6,,
31011,2083,2013-06-12 21:15:56,14,100,,,219,77089,3,3.5,1,3.99,,0.0,13,71.65,1,14230,8,45,4,0,1,0,,1312.67,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,1,,0,21,6,,
31012,2083,2013-06-12 21:15:56,14,100,,,219,78669,3,4.5,1,2.2,0.0558,0.0,7,103.05,0,14230,8,45,4,0,1,0,,1315.48,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,21,6,,
31013,2083,2013-06-12 21:15:56,14,100,,,219,85877,4,4.5,0,1.1,0.4577,0.0,1,67.72,0,14230,8,45,4,0,1,0,,1317.43,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,21,6,,
31014,2083,2013-06-12 21:15:56,14,100,,,219,98917,3,4.5,1,1.61,0.0225,0.0,6,118.76,0,14230,8,45,4,0,1,0,,1314.1,0,,,,,,,0.0,0.0,,,,,1.0,0.0,16.0,,,,,,,0.0,0.0,,0,,0,21,6,,
31015,2083,2013-06-12 21:15:56,14,100,,,219,100654,4,4.5,1,0.69,,0.0,16,151.14,1,14230,8,45,4,0,1,0,,1314.23,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,-1.0,0.0,7.0,0,,0,21,6,,
31016,2083,2013-06-12 21:15:56,14,100,,,219,109066,3,4.5,1,1.1,,0.0,20,79.5,1,14230,8,45,4,0,1,0,,1316.7,0,,,,,,,0.0,0.0,,,,,0.0,1.0,,,,,,,,0.0,0.0,,0,,0,21,6,,
31017,2083,2013-06-12 21:15:56,14,100,,,219,110767,3,4.0,1,2.48,,0.0,28,109.92,0,14230,8,45,4,0,1,0,,1313.77,0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0,,0,21,6,,
31018,2083,2013-06-12 21:15:56,14,100,,,219,117294,5,5.0,1,3.37,,0.0,24,512.32,0,14230,8,45,4,0,1,0,,1313.18,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,21,6,,
